event_id,event_date,event_title,location_description,ner_state,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,longitude,latitude,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,temperature_c,soil_water_layer_1,soil_water_layer_2,surface_pressure_hpa
2247,2010-08-14 00:00:00,"Tuensang-Shamatore(Sampurre) rd, Nagaland","Tuensang-Shamatore(Sampurre) rd, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.8422,26.148,277.17137336730957,622.1922934055328,1182.670719921589,20.626733398437523,0.4742342531681061,0.47709718346595764,850.658828125
2248,2010-08-14 00:00:00,"Noklak-Tuensang road, Nagaland","Noklak-Tuensang road, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.9152,26.222,334.31732654571533,789.0857458114624,1634.1775953769684,20.265069580078148,0.4413382112979889,0.44478097558021545,845.181796875
2249,2010-08-14 00:00:00,"Kiphire-Tuensang rd, Nagaland","Kiphire-Tuensang rd, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.803,26.0814,277.17137336730957,622.1922934055328,1182.670719921589,20.626733398437523,0.4742342531681061,0.47709718346595764,850.658828125
2253,2010-08-15 23:00:00,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,94.48265093,25.31006064,202.3056447505951,600.4434823989868,1507.8123211860657,21.185845947265648,0.46423402428627014,0.47913360595703125,857.933671875
2263,2010-08-17 00:00:00,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland","Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.6654,26.2753,107.16242343187332,951.0718360543251,1499.6920377016068,21.750024414062523,0.48531022667884827,0.47495970129966736,870.55390625
2283,2010-08-19 00:00:00,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",Manipur,mudslide,downpour,medium,unknown,0.0,,93.4957,24.8961,52.91160196065903,212.75980025529861,2699.5676904916763,23.285546875000023,0.41795921325683594,0.418853759765625,943.437890625
2282,2010-08-19 06:30:00,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland","Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.8158,26.1984,406.29157423973083,809.2395588755608,2193.1598857045174,19.755426025390648,0.4784456789493561,0.49018988013267517,836.572109375
2281,2010-08-19 18:00:00,"Kisima, Nagaland","Kisima, Nagaland",Nagaland,landslide,downpour,medium,above_road,,,94.11603493,25.61560252,194.50625777244568,415.4205024242401,1051.9657358527184,19.405908203125023,0.4891071319580078,0.4846172332763672,829.820859375
2296,2010-08-20 00:00:00,"many locations around Namchi, Sikkim","many locations around Namchi, Sikkim",Sikkim,complex,downpour,medium,unknown,0.0,,88.3652,27.167,1062.5221729278564,2475.0951528549194,5882.76481628418,21.126977539062523,0.4292488098144531,0.4289131164550781,876.310859375
2304,2010-08-21 18:00:00,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland","NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1211,25.5718,88.58682215213776,497.3926842212677,1047.2596883773804,18.976129150390648,0.4986438751220703,0.5015265345573425,828.124296875
2344,2010-08-27 16:30:00,"NH-53 at Nungba police station, Kambirong(?), Manipur","NH-53 at Nungba police station, Kambirong(?), Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4221,24.7505,85.6088176369667,282.8220948576927,692.5737261772156,23.705590820312523,0.4198799133300781,0.4187793731689453,935.0559375
2343,2010-08-27 16:30:00,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur","NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1327,25.4786,230.32474517822266,468.85640174150467,1083.9973613619804,19.442559814453148,0.48785337805747986,0.4920539855957031,833.793046875
2345,2010-08-27 18:00:00,"Daragaon(?), Gangtok city, Sikkim","Daragaon(?), Gangtok city, Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.6188,27.3392,329.60546016693115,1015.5464708805084,4586.261540651321,19.565606689453148,0.4260215759277344,0.4313163757324219,848.372578125
2392,2010-09-04 00:00:00,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim","17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.7334,27.3702,266.08186960220337,810.2043867111206,2348.0137437582016,12.232446289062523,0.4248638153076172,0.4277712404727936,709.304609375
2405,2010-09-09 23:00:00,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,10.0,,95.4112,28.3036,313.16643953323364,1444.1754221916199,5791.004419326782,19.203302001953148,0.4270668029785156,0.4270458221435547,852.42203125
2411,2010-09-10 00:00:00,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,93.7273,27.0011,141.60752296447754,379.89914417266846,851.3910546898842,25.307275390625023,0.41609954833984375,0.42672157287597656,976.752265625
2415,2010-09-12 00:00:00,power lines 5 km from Kohima,power lines 5 km from Kohima,Nagaland,landslide,downpour,medium,unknown,,,94.11112157,25.63961883,261.3414525985718,734.478086233139,1492.8491711616516,19.045800781250023,0.47530174255371094,0.4790376126766205,828.176875
2420,2010-09-13 00:00:00,"Tuikual 'C', Aizawl, Mizoram","Tuikual 'C', Aizawl, Mizoram",Mizoram,landslide,downpour,medium,urban,1.0,,92.71495623,23.72988966,215.9719318151474,388.7166455388069,801.5995100140572,23.159234619140648,0.42122140526771545,0.4217770993709564,941.587734375
2425,2010-09-13 00:00:00,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram","near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,93.0748,23.3439,278.023898601532,624.0936517715454,1063.1251484155655,21.081353759765648,0.4240048825740814,0.42551231384277344,905.259765625
2423,2010-09-13 00:00:00,"road to Kanan Veng from Hunthar Veng, Mizoram","road to Kanan Veng from Hunthar Veng, Mizoram",Mizoram,landslide,downpour,medium,above_road,,,92.71060943,23.73504471,215.9719318151474,388.7166455388069,801.5995100140572,23.159234619140648,0.42122140526771545,0.4217770993709564,941.587734375
2424,2010-09-13 00:00:00,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram","near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,92.9296,23.591,248.0173110961914,506.1962902545929,1054.005727171898,22.272210693359398,0.42259278893470764,0.4239521026611328,924.932734375
2426,2010-09-13 00:00:00,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram","Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,92.8416,22.7176,278.8195013999939,685.7384741306305,1224.2569327354431,22.902093505859398,0.4260629117488861,0.42681822180747986,947.068125
2422,2010-09-13 00:00:00,"Hunthar Veng, Mizoram","Hunthar Veng, Mizoram",Mizoram,landslide,downpour,medium,urban,,,92.7141905,23.74182634,215.9719318151474,388.7166455388069,801.5995100140572,23.159234619140648,0.42122140526771545,0.4217770993709564,941.587734375
2421,2010-09-13 09:00:00,"road to Muanna Godown, Zuangtui, Mizoram","road to Muanna Godown, Zuangtui, Mizoram",Mizoram,landslide,downpour,medium,above_road,,,92.74128531,23.75406693,199.8007446527481,359.8055690526962,811.8980154395103,23.451654052734398,0.4204947054386139,0.4206307828426361,944.868125
2437,2010-09-16 00:00:00,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur","Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",Mizoram,landslide,downpour,medium,unknown,0.0,,92.694,23.7527,173.14566671848297,540.3902530670166,1017.9969593882561,23.520288085937523,0.4243100583553314,0.42582955956459045,945.640625
2436,2010-09-16 03:00:00,"Taithu village, Churanchandpur district, Mizoram, Manipur","Taithu village, Churanchandpur district, Mizoram, Manipur",Mizoram,landslide,downpour,medium,unknown,0.0,,93.125,24.3069,101.54958069324493,443.84804368019104,1070.936307311058,23.226098632812523,0.42181968688964844,0.42367300391197205,949.195625
2539,2010-10-03 00:00:00,"Mosing village, Upper Siang district, Arunachal Pradesh","Mosing village, Upper Siang district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,10.0,,95.4149,28.3092,35.89945286512375,143.61178502440453,923.7092714756727,19.135980224609398,0.3895174562931061,0.39235687255859375,855.0909375
2569,2010-10-08 00:00:00,"Bungte Chiru village(?), Senapati district, Manipur","Bungte Chiru village(?), Senapati district, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.0212,25.2745,304.9425482749939,857.192873954773,1115.9185152500868,16.973748779296898,0.43335214257240295,0.4351113736629486,857.685859375
2570,2010-10-08 00:00:00,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur","Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,93.9128,24.837,322.2329020500183,848.986804485321,981.7748488858342,19.290216064453148,0.4741617739200592,0.49771562218666077,913.2825
2566,2010-10-08 00:00:00,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",Nagaland,mudslide,downpour,medium,unknown,0.0,,94.1351,25.4769,297.0374524593353,931.4437210559845,1321.5074315667152,16.091973876953148,0.48269400000572205,0.48884835839271545,832.000390625
2567,2010-10-08 00:00:00,"Phek, Manipur","Phek, Manipur",Manipur,complex,downpour,medium,unknown,0.0,,94.4703,25.6633,292.2067642211914,834.707722067833,1117.1230114996433,17.983575439453148,0.4888725280761719,0.5015036463737488,865.413359375
2568,2010-10-08 00:00:00,"Nungba, Tamenglong, Manipur","Nungba, Tamenglong, Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4108,24.7679,312.97892332077026,684.1634809970856,841.4631085470319,20.525323486328148,0.4285545349121094,0.4281425476074219,933.26375
2576,2010-10-09 00:00:00,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur","NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1399,25.4788,296.03999853134155,895.6168591976166,1490.2336075901985,16.859674072265648,0.4418245851993561,0.4631875455379486,830.608359375
2575,2010-10-09 00:00:00,"road between Haflong and Lanka, Assam","road between Haflong and Lanka, Assam",Assam,landslide,downpour,medium,unknown,0.0,,92.9914,25.5242,245.88489532470703,1176.0385036468506,1570.5935377627611,23.211389160156273,0.47796630859375,0.472241073846817,965.62
2579,2010-10-09 00:00:00,"Lower Pezielietsie(Tinpati), Kohima, Manipur","Lower Pezielietsie(Tinpati), Kohima, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1076,25.682,292.5436496734619,940.7232403755188,1442.4881748855114,18.231896972656273,0.47136497497558594,0.46356454491615295,864.002109375
2578,2010-10-09 00:00:00,"NH-39 in Karong area, Manipur","NH-39 in Karong area, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.0462,25.3179,286.063015460968,852.3816764354706,1311.9641300290823,17.818414306640648,0.42591795325279236,0.42662301659584045,856.115
2577,2010-10-09 00:00:00,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur","NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,93.8673,25.5265,347.99468517303467,922.8957891464233,1460.2447971701622,17.557824707031273,0.42584481835365295,0.42690786719322205,839.966640625
2573,2010-10-09 00:00:00,"Haflong, Assam","Haflong, Assam",Assam,mudslide,downpour,medium,unknown,1.0,,93.0083,25.1796,491.91731214523315,1322.0482468605042,1578.9903495460749,21.310174560546898,0.482372909784317,0.4722512662410736,932.455859375
2574,2010-10-09 00:00:00,"between Mahur and Maigrandisa(?) or Lumding, Assam","between Mahur and Maigrandisa(?) or Lumding, Assam",Assam,landslide,downpour,medium,unknown,0.0,,93.1477,25.4749,263.22710514068604,1090.5728936195374,1503.1133238226175,23.162896728515648,0.4833424985408783,0.4861539304256439,964.999140625
2587,2010-10-10 06:00:00,"Lower Chandmari area, PWD department, Kohima, Manipur","Lower Chandmari area, PWD department, Kohima, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1072,25.6623,59.315938502550125,674.7288592159748,1438.087373971939,18.329339599609398,0.47477594017982483,0.4589424133300781,866.381875
2743,2010-11-22 00:00:00,"Tawang Monastery, Arunachal Pradesh","Tawang Monastery, Arunachal Pradesh",Arunachal Pradesh,landslide,unknown,medium,natural_slope,,,91.85672387,27.5798729,4.979660734534264,134.5986369997263,368.3127760887146,2.5893493652343977,0.3973064422607422,0.3950214385986328,684.154609375
3269,2011-03-22 00:00:00,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh","road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,96.5242,28.0791,413.95342350006104,2718.237042427063,3524.121177266352,10.138421630859398,0.4236806333065033,0.42520269751548767,823.5459375
3525,2011-05-22 00:00:00,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4093,25.0672,730.532705783844,1056.7634850740433,1585.578564554453,21.432366943359398,0.4593658447265625,0.4621257781982422,924.7175
3532,2011-05-24 00:00:00,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam","Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",Assam,complex,downpour,medium,unknown,0.0,,92.8551,25.0888,266.64167642593384,1177.2222518920898,2191.422700881958,22.674096679687523,0.4516735076904297,0.4591916501522064,938.8703125
3556,2011-05-31 14:00:00,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur","Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",Manipur,landslide,continuous_rain,small,unknown,0.0,,93.8474,25.1555,1150.1449346542358,1900.439739227295,2227.1822057664394,19.318017578125023,0.42732110619544983,0.4280204772949219,860.316015625
3560,2011-05-31 14:30:00,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur","Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",Manipur,landslide,downpour,medium,unknown,2.0,,93.5935,24.8286,342.8697884082794,797.9775816202164,1101.2388318777084,21.681634521484398,0.4456144869327545,0.44676271080970764,919.679765625
3633,2011-06-20 00:00:00,Mokokchung,Mokokchung,Nagaland,landslide,downpour,medium,unknown,0.0,,94.5121,26.3186,160.12367606163025,802.1107167005539,1893.9909785985947,24.405633544921898,0.4848060607910156,0.4837055206298828,905.725546875
3637,2011-06-21 00:00:00,"Lasumi village in Phek district, Kohima","Lasumi village in Phek district, Kohima",Nagaland,landslide,rain,medium,deforested_slope,,,94.2341227,25.51614662,284.93571281433105,845.106303691864,1846.799224615097,20.092401123046898,0.4613513946533203,0.47879791259765625,826.046015625
3663,2011-06-28 00:00:00,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland","Ruzapfu valley, Kikruma Village, Phek District, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1099,25.6682,394.94821429252625,1256.4740478992462,1797.8039905428886,20.952325439453148,0.479339599609375,0.47472700476646423,863.703984375
3662,2011-06-28 00:00:00,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",Manipur,landslide,rain,medium,below_road,,,94.0144205,25.03561729,120.98436802625656,369.9292466044426,754.5263357460499,21.879327392578148,0.46484503149986267,0.49127769470214844,893.087265625
3672,2011-06-29 00:00:00,"Portions of NH 39, Connectin Manipur with Assam via Nagaland","Portions of NH 39, Connectin Manipur with Assam via Nagaland",Assam,landslide,downpour,medium,unknown,0.0,,93.3613,25.5125,45.641422271728516,297.1070557832718,717.4939066171646,25.004266357421898,0.453326553106308,0.4708900451660156,944.634375
3683,2011-07-01 00:00:00,NH-61 between Botsa and Chiechama,NH-61 between Botsa and Chiechama,Nagaland,landslide,downpour,medium,unknown,0.0,,94.1739,25.8782,155.88058531284332,879.7564953565598,1817.660704255104,23.212030029296898,0.48993873596191406,0.48680877685546875,896.524375
3738,2011-07-06 00:00:00,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",Manipur,landslide,downpour,medium,unknown,6.0,,93.9482,24.8063,31.54422715306282,158.01337733864784,591.6255377233028,23.203363037109398,0.48480477929115295,0.48966407775878906,913.849921875
3741,2011-07-07 00:00:00,Maram (80 km north of Imphal),Maram (80 km north of Imphal),Nagaland,landslide,rain,medium,unknown,0.0,,94.1079,25.4191,93.30670535564423,399.4007557630539,972.5529700517654,20.288323974609398,0.4963938295841217,0.49634742736816406,861.993828125
3760,2011-07-11 09:00:00,"NH-61, 1 km before reaching Botsa","NH-61, 1 km before reaching Botsa",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1095,25.6703,151.77880227565765,385.69317013025284,981.3572913408279,22.095513916015648,0.4876371920108795,0.49234771728515625,863.196953125
3776,2011-07-15 18:00:00,Itanagar/Naharlagur/Nirjuli,Itanagar/Naharlagur/Nirjuli,Arunachal Pradesh,landslide,downpour,small,unknown,0.0,,93.7145,27.125,442.08016991615295,1023.4803557395935,1276.5744850039482,24.132684326171898,0.4267355501651764,0.43162408471107483,966.734140625
3789,2011-07-16 00:00:00,Mebua (8 km from Seppa),Mebua (8 km from Seppa),Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,92.9064,27.2743,127.49142944812775,2096.1865931749344,3885.5979591608047,20.640588378906273,0.4238929748535156,0.4253762662410736,886.76
3794,2011-07-17 00:00:00,West Bengal-Sikkim at highway Rambi,West Bengal-Sikkim at highway Rambi,Sikkim,landslide,rain,medium,above_road,,,88.42280921,26.99195749,397.8900611400604,2304.912894964218,3271.2304294109344,21.591516113281273,0.4225851595401764,0.42536672949790955,885.754765625
3805,2011-07-19 00:00:00,200 meters from Teesta Bridge towards Siliguri,200 meters from Teesta Bridge towards Siliguri,Sikkim,landslide,rain,medium,above_road,0.0,,88.42572376,27.05374234,1051.1386394500732,1562.1819198131561,4232.270926237106,21.512994384765648,0.4302520751953125,0.4317105710506439,879.065625
3806,2011-07-19 00:00:00,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)","Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",Arunachal Pradesh,landslide,downpour,medium,unknown,3.0,,93.6884,27.1032,188.6029839515686,573.5676437616348,1998.3761459589005,24.886346435546898,0.4196859896183014,0.42345109581947327,963.891875
3830,2011-07-22 00:00:00,Manipur,Manipur,Manipur,landslide,downpour,small,unknown,0.0,,94.3429,24.3527,386.5431845188141,919.5516407489777,2159.443140029907,24.046929931640648,0.4474601745605469,0.4544270932674408,949.084140625
3831,2011-07-22 00:00:00,Heibok Hills,Heibok Hills,Manipur,landslide,downpour,medium,unknown,0.0,,93.948,24.7992,168.10551285743713,518.6403095722198,1244.0974861383438,23.375543212890648,0.47320619225502014,0.48833784461021423,910.787109375
3837,2011-07-24 12:30:00,NH 37,NH 37,Assam,landslide,downpour,medium,unknown,0.0,,93.0038,26.5836,99.13258254528046,540.9818440675735,2089.8211374878883,27.926354980468773,0.49353280663490295,0.49091973900794983,990.4115625
3840,2011-07-25 00:00:00,Manipur,Manipur,Manipur,landslide,downpour,medium,unknown,0.0,,93.9157,24.6869,41.065044701099396,143.75221356749535,1045.8287261426449,24.475213623046898,0.4265969693660736,0.4245758056640625,918.042578125
3860,2011-07-29 00:00:00,"Maram, Manipur","Maram, Manipur",Nagaland,landslide,rain,medium,unknown,0.0,,94.108,25.4192,231.63357377052307,519.2241072654724,1383.735053241253,21.040307617187523,0.46433258056640625,0.49436378479003906,859.032578125
3881,2011-08-05 00:00:00,Itanagar,Itanagar,Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,93.6885,27.1034,308.6547255516052,559.0705275535583,667.2757901251316,25.076531982421898,0.4192047119140625,0.4267965853214264,965.496953125
3912,2011-08-12 00:00:00,East Kameng district in Arunachal Pradesh bordering China,East Kameng district in Arunachal Pradesh bordering China,Arunachal Pradesh,landslide,rain,medium,unknown,0.0,,92.2833,27.44,49.611903727054596,185.61961874365807,752.9940865933895,19.690332031250023,0.40509286522865295,0.40790557861328125,797.078203125
3916,2011-08-13 08:00:00,"Chumukedima, Dimapur","Chumukedima, Dimapur",Assam,mudslide,downpour,medium,unknown,0.0,,93.8067,25.7713,396.0871994495392,890.2433514595032,2234.82146859169,25.030999755859398,0.4819265902042389,0.493939071893692,964.060546875
3925,2011-08-15 00:00:00,"East Kameng, Arunachal Pradesh","East Kameng, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,93.0153,27.4888,1089.5687341690063,1757.7282786369324,2535.368964076042,19.756890869140648,0.42907842993736267,0.42903900146484375,882.014375
3927,2011-08-16 08:00:00,"Garo Hills, Tura","Garo Hills, Tura",Meghalaya,landslide,downpour,medium,unknown,6.0,,90.2167,25.5144,903.8665890693665,1194.9250847101212,2907.798880711198,23.828118896484398,0.48659324645996094,0.4908714294433594,970.839765625
3932,2011-08-18 00:00:00, Botsa  and Chiechama, Botsa  and Chiechama,Nagaland,landslide,monsoon,medium,unknown,0.0,,94.13,25.83,64.55399096012115,315.7404065132141,1141.9669762253761,21.689508056640648,0.48841604590415955,0.4775390625,906.854453125
3965,2011-09-06 08:00:00,NH 37 at Awang Khul ,NH 37 at Awang Khul ,Assam,landslide,rain,medium,unknown,3.0,,93.117,24.808,105.34216463565826,380.6640952825546,655.5647924542427,25.682733154296898,0.422253280878067,0.41762223839759827,985.993359375
3983,2011-09-23 00:00:00,"Maighuli, Guwahati, Meghalaya","Maighuli, Guwahati, Meghalaya",Assam,landslide,downpour,large,unknown,4.0,,91.7351,26.1548,180.55236339569092,798.0223894119263,1594.110131263733,26.673211669921898,0.49377694725990295,0.4994468688964844,995.338125
4241,2012-03-04 00:00:00,Tamei constituency in Tamenlong district,Tamei constituency in Tamenlong district,Manipur,landslide,unknown,medium,unknown,0.0,,93.6795,25.1604,23.863574489951134,125.4865862429142,342.37841115918854,15.253778076171898,0.2947019040584564,0.22411854565143585,905.807421875
4313,2012-04-08 00:00:00,"Endulin Nallah, Mayodia, 17-camp, 83-camp","Endulin Nallah, Mayodia, 17-camp, 83-camp",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,95.86,28.4659,134.17866826057434,1004.3822824954987,1389.9854634810254,9.798272705078148,0.4220314025878906,0.42367425560951233,811.727734375
4378,2012-06-02 00:00:00,"Arunachal Pradesh, Dibang,","Arunachal Pradesh, Dibang,",Arunachal Pradesh,landslide,downpour,medium,unknown,,,96.1517,28.8254,333.412766456604,550.8383810520172,622.4377420730889,4.858209228515648,0.4279867708683014,0.4283332824707031,681.528984375
4377,2012-06-02 00:00:00,"Guwahati, Assam","Guwahati, Assam",Assam,landslide,downpour,large,unknown,,,91.7356,26.1475,161.60820424556732,745.8223700523376,1115.4268849641085,26.304010009765648,0.49398741126060486,0.4827486574649811,974.669375
4382,2012-06-03 00:00:00," between Harangajao and Mailongdisa, Assa,"," between Harangajao and Mailongdisa, Assa,",Assam,landslide,downpour,medium,unknown,,,92.8573,25.1175,2727.407932281494,4349.215626716614,5116.73441156745,23.681665039062523,0.460705429315567,0.46251487731933594,931.838515625
4383,2012-06-03 00:00:00,"between Maibang and Daotohaja, Assam","between Maibang and Daotohaja, Assam",Assam,landslide,downpour,medium,unknown,,,93.1265,25.3056,2372.1847534179688,3442.2027468681335,4351.266769692302,24.428735351562523,0.4742094576358795,0.4819857180118561,953.707265625
4384,2012-06-03 00:00:00,"between Haflong and  Bagetar, Assam","between Haflong and  Bagetar, Assam",Assam,landslide,downpour,medium,unknown,,,93.0123,25.1775,2813.694477081299,4107.146590948105,5029.941534623504,23.259790039062523,0.4747587740421295,0.487384170293808,927.808984375
4394,2012-06-07 04:30:00,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)","Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",Sikkim,landslide,rain,large,unknown,7.0,,88.6458,27.1748,45.45610398054123,90.18535166978836,715.613130480051,21.164361572265648,0.38131141662597656,0.3739897310733795,860.942265625
4403,2012-06-10 00:00:00,"Imphal-Jiribam section of NH-37 , Manipur","Imphal-Jiribam section of NH-37 , Manipur",Manipur,landslide,downpour,very_large,unknown,,,93.5444,24.8142,196.38878107070923,273.9284560084343,570.5758668482304,23.942803955078148,0.4141438901424408,0.4063027799129486,931.359140625
4407,2012-06-13 00:00:00,"NH44, Malidhor area,  Baleswar","NH44, Malidhor area,  Baleswar",Assam,landslide,downpour,medium,unknown,,,92.3567,25.0951,145.2055722475052,694.0357983112335,2613.2997274398804,26.129449462890648,0.47301802039146423,0.47081565856933594,970.984296875
4408,2012-06-13 00:00:00,"NH44, Kuliang","NH44, Kuliang",Meghalaya,landslide,downpour,medium,unknown,,,92.0757,25.5498,128.77130508422852,414.7731363773346,1085.0542336702347,21.801721191406273,0.4872373044490814,0.46427854895591736,870.210546875
4411,2012-06-14 04:00:00,"Tathangchen, Gangtok, Sikkim ","Tathangchen, Gangtok, Sikkim ",Sikkim,landslide,downpour,medium,unknown,,,88.6065,27.339,255.7017207145691,478.5924255847931,967.621311545372,20.582055664062523,0.42061805725097656,0.424578994512558,844.6971875
4424,2012-06-20 00:00:00,"Lalunggaon, Guwahati,  Assam","Lalunggaon, Guwahati,  Assam",Assam,landslide,downpour,medium,unknown,,,91.7351,26.149,461.71802282333374,914.9793684482574,1680.2995279431343,26.809350585937523,0.48704084753990173,0.4868081510066986,972.3578125
4426,2012-06-22 00:00:00,Lalunggaon near Gorchuk area,Lalunggaon near Gorchuk area,Assam,landslide,downpour,medium,unknown,3.0,,91.7162,26.1226,627.0764470100403,2250.912666320801,3175.567202270031,25.582818603515648,0.48006439208984375,0.48546281456947327,976.343671875
4435,2012-06-25 00:00:00,"Tirap , Arunachal Pradesh","Tirap , Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,large,unknown,,,95.8011,27.174,630.9899687767029,1363.9459311962128,3378.6543160676956,23.265557861328148,0.4798431396484375,0.4928232729434967,928.101953125
4436,2012-06-25 00:00:00,"Khonsa, Arunachal Pradesh","Khonsa, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,,,95.4993,26.9986,575.9314894676208,1320.7319378852844,3314.1236305236816,22.211358642578148,0.4803861081600189,0.49099159240722656,903.6128125
