event_id,event_date,event_title,location_description,ner_state,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,longitude,latitude
258,2007-09-11 00:00:00,"NH-39 at Imphal-Moreh section, Lokchao largest event","NH-39 at Imphal-Moreh section, Lokchao largest event",Manipur,landslide,rain,medium,unknown,3.0,,94.0564,24.4279
264,2007-09-13 00:00:00,Guwahati,Guwahati,Assam,landslide,rain,medium,unknown,,,91.8,26.1833
269,2007-09-18 00:00:00,Geyzing-Jorethang road and Naya Bazar-Legship road,Geyzing-Jorethang road and Naya Bazar-Legship road,Sikkim,landslide,rain,medium,unknown,,,88.2816,27.2872
285,2007-09-29 00:00:00,"National Highway, 45 Aizwal (Mizoram)","National Highway, 45 Aizwal (Mizoram)",Mizoram,landslide,rain,medium,unknown,,,92.6921,24.1293
313,2007-10-16 00:00:00,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland","NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",Nagaland,landslide,rain,large,unknown,,,94.0132,25.7055
319,2007-10-19 00:00:00,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur","Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",Nagaland,landslide,rain,medium,unknown,,,94.1162,25.4379
322,2007-10-21 00:00:00,National Highway 53 at Nungba in Tamenglong district of Manipur,National Highway 53 at Nungba in Tamenglong district of Manipur,Assam,landslide,rain,medium,unknown,,,93.4333,24.75
545,2008-05-20 00:00:00,"A Cachar District village, near village of Srinager, Assam","A Cachar District village, near village of Srinager, Assam",Assam,mudslide,mining,medium,unknown,5.0,,92.8411,24.9849
580,2008-06-09 00:00:00,"near Kuloor church, in Manipur along National Highway","near Kuloor church, in Manipur along National Highway",Manipur,landslide,monsoon,medium,unknown,,,93.9784,24.6596
585,2008-06-14 00:00:00,"Itanagar-Naharlagun, Arunachal Pradesh","Itanagar-Naharlagun, Arunachal Pradesh",Arunachal Pradesh,landslide,rain,large,unknown,21.0,,93.6287,27.0998
587,2008-06-15 00:00:00,"Lakhimpur district, Bihpuria, Assam","Lakhimpur district, Bihpuria, Assam",Assam,landslide,downpour,medium,unknown,17.0,,94.0989,27.2298
594,2008-06-19 00:00:00,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur","Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",Manipur,mudslide,monsoon,medium,unknown,,,93.8275,24.9336
692,2008-08-07 00:00:00,"National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland","National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland",Nagaland,landslide,downpour,medium,unknown,,,94.04,25.705
714,2008-08-14 00:00:00,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh","Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",Assam,landslide,rain,medium,unknown,,,94.0,27.163
731,2008-08-19 00:00:00,"Akuk village, Wokha District, Nagaland","Akuk village, Wokha District, Nagaland",Nagaland,mudslide,downpour,medium,unknown,4.0,,94.25,26.138
755,2008-08-28 00:00:00,"Ranka, Sikkim and Louing road","Ranka, Sikkim and Louing road",Sikkim,landslide,downpour,medium,unknown,,,88.609,27.337
760,2008-08-29 00:00:00,"Kohima, Nagaland","Kohima, Nagaland",Nagaland,complex,downpour,medium,unknown,,,94.1066,25.67
868,2008-10-29 00:00:00,"Kamrup, and Sonitpur, Assam","Kamrup, and Sonitpur, Assam",Assam,landslide,downpour,medium,unknown,7.0,,91.25,26.3333
870,2008-10-29 00:00:00,"West Kameng, Arunachal Pradesh","West Kameng, Arunachal Pradesh",Arunachal Pradesh,mudslide,downpour,medium,unknown,12.0,,92.35,27.4
869,2008-10-29 00:00:00,North Lakhimpur ,North Lakhimpur ,Assam,landslide,downpour,medium,unknown,,,94.1167,27.2333
1084,2009-08-12 00:00:00,"Upper Subansiri District, Arunanchal Pradesh","Upper Subansiri District, Arunanchal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,92.8,27.7
1108,2009-08-20 00:00:00,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road","Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",Assam,landslide,downpour,medium,unknown,0.0,,93.5,24.9925
1112,2009-08-20 00:00:00,"NH31A, Mile 27 near Rambi","NH31A, Mile 27 near Rambi",Sikkim,mudslide,downpour,medium,unknown,0.0,,88.5287,27.1761
1109,2009-08-20 00:00:00,Lumding-Badarpur section in North Cachar Hills district,Lumding-Badarpur section in North Cachar Hills district,Assam,landslide,downpour,medium,unknown,0.0,,93.1645,25.5215
1125,2009-08-26 00:00:00,"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim ","17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim ",Sikkim,landslide,rain,medium,unknown,,,88.7648,27.3746
1127,2009-08-27 00:00:00,between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),Assam,landslide,downpour,medium,unknown,,,93.123,25.1718
1129,2009-08-30 00:00:00,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur","Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,unknown,,,94.4182,24.8628
1168,2009-09-17 00:00:00,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.","4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",Sikkim,landslide,rain,medium,unknown,,,88.6115,27.1954
1222,2009-10-05 00:00:00,"Chhinga Veng, Aizawl","Chhinga Veng, Aizawl",Mizoram,landslide,downpour,medium,urban,3.0,,92.72124394,23.73478778
1596,2010-03-27 20:00:00,"LangthAbal Khoupum, Imphal, Manipur","LangthAbal Khoupum, Imphal, Manipur",Manipur,mudslide,downpour,medium,unknown,0.0,,93.9161,24.7339
1611,2010-04-01 00:00:00,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam","Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",Assam,landslide,downpour,medium,unknown,3.0,,93.028,25.1553
1613,2010-04-02 23:00:00,"Koloriang, Kuring Kumey district, Arunachal Pradesh","Koloriang, Kuring Kumey district, Arunachal Pradesh",Arunachal Pradesh,mudslide,downpour,large,unknown,12.0,,93.3497,27.8997
1756,2010-04-17 00:00:00,"Nam Nang, Gangtok","Nam Nang, Gangtok",Sikkim,landslide,downpour,small,unknown,0.0,,88.6087,27.322
1755,2010-04-17 15:00:00,"Natl. Highway 31-A at Pani House(?), Gangtok","Natl. Highway 31-A at Pani House(?), Gangtok",Sikkim,landslide,downpour,small,unknown,0.0,,88.6083,27.3341
1770,2010-04-20 00:00:00,"Kharghuli, Guwahati, Assam","Kharghuli, Guwahati, Assam",Assam,landslide,downpour,medium,unknown,0.0,,91.763,26.1965
1771,2010-04-20 00:00:00,"Raj Bhavan Guwahati, Assam","Raj Bhavan Guwahati, Assam",Assam,landslide,downpour,medium,unknown,0.0,,91.7665,26.1978
1776,2010-04-21 00:00:00,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,Meghalaya,landslide,downpour,medium,unknown,0.0,,92.2845,25.3612
1775,2010-04-21 00:00:00,Arunachal Pradesh ,Arunachal Pradesh ,Arunachal Pradesh,landslide,downpour,medium,unknown,12.0,,96.1779,27.8965
1857,2010-05-11 09:00:00,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya","National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",Meghalaya,landslide,downpour,medium,unknown,0.0,,92.2897,25.3433
1930,2010-05-31 00:00:00,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ","Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,95.8776,28.4298
1929,2010-05-31 23:00:00,"North Sikkiim Highway, periphery of Gangtok, Sikkim East district","North Sikkiim Highway, periphery of Gangtok, Sikkim East district",Sikkim,landslide,downpour,medium,unknown,0.0,,88.6428,27.3543
1935,2010-06-03 00:00:00,"atharamura hills, Highway 44, Tripura","atharamura hills, Highway 44, Tripura",Tripura,landslide,downpour,medium,unknown,0.0,,91.7599,23.8986
1934,2010-06-03 05:00:00,Rongpur village under Bhairabhnagar panchayat in Karimganj district,Rongpur village under Bhairabhnagar panchayat in Karimganj district,Assam,landslide,downpour,medium,unknown,2.0,,92.3814,24.6005
1954,2010-06-07 00:00:00,"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur","Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",Manipur,landslide,rain,medium,unknown,0.0,,93.5039,24.7543
1961,2010-06-09 14:15:00,"Ishok Chingphu(?), Bishnupur, Assam","Ishok Chingphu(?), Bishnupur, Assam",Meghalaya,landslide,downpour,medium,unknown,0.0,,91.2,25.8833
1987,2010-06-15 00:00:00,"rails between Mahur and Wadringdisa(?), Assam","rails between Mahur and Wadringdisa(?), Assam",Assam,landslide,downpour,medium,unknown,0.0,,93.1658,25.2269
1986,2010-06-15 00:00:00,"Fazl Ali College, Mokokchung, Nagaland","Fazl Ali College, Mokokchung, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.5512,26.3335
1994,2010-06-16 00:00:00,"rails between Jatinga and Longrangjao(?), Assam","rails between Jatinga and Longrangjao(?), Assam",Assam,landslide,downpour,medium,unknown,0.0,,92.8025,25.0633
1996,2010-06-17 19:30:00,"Shayoung Ward(?), Longleng, Nagaland","Shayoung Ward(?), Longleng, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.8833,26.4333
2026,2010-06-28 00:00:00,"Borsorsa(?), West Khasi Hills, Meghalaya","Borsorsa(?), West Khasi Hills, Meghalaya",Meghalaya,landslide,downpour,medium,unknown,0.0,,91.2698,25.4916
2025,2010-06-28 00:00:00,"Police CID complex(?), Shillong, Meghalaya","Police CID complex(?), Shillong, Meghalaya",Meghalaya,landslide,downpour,medium,unknown,1.0,,91.885,25.5728
2045,2010-07-06 00:00:00,"Tuensang, Nagaland","Tuensang, Nagaland",Nagaland,mudslide,monsoon,medium,unknown,0.0,,94.8133,26.2363
2043,2010-07-06 00:00:00,"Mon, Nagaland","Mon, Nagaland",Nagaland,mudslide,monsoon,medium,unknown,0.0,,95.0281,26.7225
2042,2010-07-06 00:00:00,"Zunheboto, Nagaland","Zunheboto, Nagaland",Nagaland,mudslide,monsoon,medium,unknown,0.0,,94.5238,26.0093
2044,2010-07-06 00:00:00,"Kiphire,  Nagaland","Kiphire,  Nagaland",Nagaland,mudslide,monsoon,medium,unknown,0.0,,94.7861,25.8877
2098,2010-07-19 06:00:00,"Jahjon ward(?), Mon town, Nagaland","Jahjon ward(?), Mon town, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,95.0283,26.7215
2106,2010-07-20 00:00:00,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland","road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.9921,26.8716
2113,2010-07-21 08:00:00,"Singtam-Mangan rd, Sikkim","Singtam-Mangan rd, Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.559,27.3773
2140,2010-07-25 00:00:00,"road between Halfong and Redzol(?) or Silchar, Assam","road between Halfong and Redzol(?) or Silchar, Assam",Assam,landslide,downpour,medium,unknown,0.0,,92.801,25.0477
2163,2010-07-29 00:00:00,"Maram area in Senapati district, National Highway 39","Maram area in Senapati district, National Highway 39",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1054,25.4196
2166,2010-07-29 00:00:00,"Highway 53 at Tupul, Tamenglong district","Highway 53 at Tupul, Tamenglong district",Assam,landslide,downpour,medium,unknown,0.0,,93.5027,24.9786
2164,2010-07-29 23:00:00,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,94.48214677,25.3098633
2182,2010-07-31 09:00:00,Dimapur-Imphal highway (NH 39) near Manipur,Dimapur-Imphal highway (NH 39) near Manipur,Manipur,landslide,rain,medium,unknown,0.0,,93.8443,24.9356
2205,2010-08-06 00:00:00,"Dawrpui Vengthar cemetary, Aizwal, Mizoram","Dawrpui Vengthar cemetary, Aizwal, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,92.7146,23.7365
2243,2010-08-13 00:00:00,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland","NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",Nagaland,landslide,downpour,medium,mine,0.0,,94.04619681,25.70223725
2247,2010-08-14 00:00:00,"Tuensang-Shamatore(Sampurre) rd, Nagaland","Tuensang-Shamatore(Sampurre) rd, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.8422,26.148
2248,2010-08-14 00:00:00,"Noklak-Tuensang road, Nagaland","Noklak-Tuensang road, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.9152,26.222
2249,2010-08-14 00:00:00,"Kiphire-Tuensang rd, Nagaland","Kiphire-Tuensang rd, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.803,26.0814
2253,2010-08-15 23:00:00,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,94.48265093,25.31006064
2263,2010-08-17 00:00:00,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland","Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.6654,26.2753
2283,2010-08-19 00:00:00,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",Manipur,mudslide,downpour,medium,unknown,0.0,,93.4957,24.8961
2282,2010-08-19 06:30:00,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland","Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.8158,26.1984
2281,2010-08-19 18:00:00,"Kisima, Nagaland","Kisima, Nagaland",Nagaland,landslide,downpour,medium,above_road,,,94.11603493,25.61560252
2296,2010-08-20 00:00:00,"many locations around Namchi, Sikkim","many locations around Namchi, Sikkim",Sikkim,complex,downpour,medium,unknown,0.0,,88.3652,27.167
2304,2010-08-21 18:00:00,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland","NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1211,25.5718
2344,2010-08-27 16:30:00,"NH-53 at Nungba police station, Kambirong(?), Manipur","NH-53 at Nungba police station, Kambirong(?), Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4221,24.7505
2343,2010-08-27 16:30:00,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur","NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1327,25.4786
2345,2010-08-27 18:00:00,"Daragaon(?), Gangtok city, Sikkim","Daragaon(?), Gangtok city, Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.6188,27.3392
2392,2010-09-04 00:00:00,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim","17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.7334,27.3702
2405,2010-09-09 23:00:00,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,10.0,,95.4112,28.3036
2411,2010-09-10 00:00:00,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,93.7273,27.0011
2415,2010-09-12 00:00:00,power lines 5 km from Kohima,power lines 5 km from Kohima,Nagaland,landslide,downpour,medium,unknown,,,94.11112157,25.63961883
2420,2010-09-13 00:00:00,"Tuikual 'C', Aizawl, Mizoram","Tuikual 'C', Aizawl, Mizoram",Mizoram,landslide,downpour,medium,urban,1.0,,92.71495623,23.72988966
2425,2010-09-13 00:00:00,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram","near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,93.0748,23.3439
2423,2010-09-13 00:00:00,"road to Kanan Veng from Hunthar Veng, Mizoram","road to Kanan Veng from Hunthar Veng, Mizoram",Mizoram,landslide,downpour,medium,above_road,,,92.71060943,23.73504471
2424,2010-09-13 00:00:00,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram","near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,92.9296,23.591
2426,2010-09-13 00:00:00,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram","Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,92.8416,22.7176
2422,2010-09-13 00:00:00,"Hunthar Veng, Mizoram","Hunthar Veng, Mizoram",Mizoram,landslide,downpour,medium,urban,,,92.7141905,23.74182634
2421,2010-09-13 09:00:00,"road to Muanna Godown, Zuangtui, Mizoram","road to Muanna Godown, Zuangtui, Mizoram",Mizoram,landslide,downpour,medium,above_road,,,92.74128531,23.75406693
2437,2010-09-16 00:00:00,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur","Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",Mizoram,landslide,downpour,medium,unknown,0.0,,92.694,23.7527
2436,2010-09-16 03:00:00,"Taithu village, Churanchandpur district, Mizoram, Manipur","Taithu village, Churanchandpur district, Mizoram, Manipur",Mizoram,landslide,downpour,medium,unknown,0.0,,93.125,24.3069
2539,2010-10-03 00:00:00,"Mosing village, Upper Siang district, Arunachal Pradesh","Mosing village, Upper Siang district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,10.0,,95.4149,28.3092
2569,2010-10-08 00:00:00,"Bungte Chiru village(?), Senapati district, Manipur","Bungte Chiru village(?), Senapati district, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.0212,25.2745
2570,2010-10-08 00:00:00,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur","Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,93.9128,24.837
2566,2010-10-08 00:00:00,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",Nagaland,mudslide,downpour,medium,unknown,0.0,,94.1351,25.4769
2567,2010-10-08 00:00:00,"Phek, Manipur","Phek, Manipur",Manipur,complex,downpour,medium,unknown,0.0,,94.4703,25.6633
2568,2010-10-08 00:00:00,"Nungba, Tamenglong, Manipur","Nungba, Tamenglong, Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4108,24.7679
2576,2010-10-09 00:00:00,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur","NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1399,25.4788
2575,2010-10-09 00:00:00,"road between Haflong and Lanka, Assam","road between Haflong and Lanka, Assam",Assam,landslide,downpour,medium,unknown,0.0,,92.9914,25.5242
2579,2010-10-09 00:00:00,"Lower Pezielietsie(Tinpati), Kohima, Manipur","Lower Pezielietsie(Tinpati), Kohima, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1076,25.682
2578,2010-10-09 00:00:00,"NH-39 in Karong area, Manipur","NH-39 in Karong area, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.0462,25.3179
2577,2010-10-09 00:00:00,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur","NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,93.8673,25.5265
2573,2010-10-09 00:00:00,"Haflong, Assam","Haflong, Assam",Assam,mudslide,downpour,medium,unknown,1.0,,93.0083,25.1796
2574,2010-10-09 00:00:00,"between Mahur and Maigrandisa(?) or Lumding, Assam","between Mahur and Maigrandisa(?) or Lumding, Assam",Assam,landslide,downpour,medium,unknown,0.0,,93.1477,25.4749
2587,2010-10-10 06:00:00,"Lower Chandmari area, PWD department, Kohima, Manipur","Lower Chandmari area, PWD department, Kohima, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1072,25.6623
2743,2010-11-22 00:00:00,"Tawang Monastery, Arunachal Pradesh","Tawang Monastery, Arunachal Pradesh",Arunachal Pradesh,landslide,unknown,medium,natural_slope,,,91.85672387,27.5798729
3269,2011-03-22 00:00:00,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh","road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,96.5242,28.0791
3525,2011-05-22 00:00:00,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4093,25.0672
3532,2011-05-24 00:00:00,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam","Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",Assam,complex,downpour,medium,unknown,0.0,,92.8551,25.0888
3556,2011-05-31 14:00:00,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur","Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",Manipur,landslide,continuous_rain,small,unknown,0.0,,93.8474,25.1555
3560,2011-05-31 14:30:00,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur","Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",Manipur,landslide,downpour,medium,unknown,2.0,,93.5935,24.8286
3633,2011-06-20 00:00:00,Mokokchung,Mokokchung,Nagaland,landslide,downpour,medium,unknown,0.0,,94.5121,26.3186
3637,2011-06-21 00:00:00,"Lasumi village in Phek district, Kohima","Lasumi village in Phek district, Kohima",Nagaland,landslide,rain,medium,deforested_slope,,,94.2341227,25.51614662
3663,2011-06-28 00:00:00,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland","Ruzapfu valley, Kikruma Village, Phek District, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1099,25.6682
3662,2011-06-28 00:00:00,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",Manipur,landslide,rain,medium,below_road,,,94.0144205,25.03561729
3672,2011-06-29 00:00:00,"Portions of NH 39, Connectin Manipur with Assam via Nagaland","Portions of NH 39, Connectin Manipur with Assam via Nagaland",Assam,landslide,downpour,medium,unknown,0.0,,93.3613,25.5125
3683,2011-07-01 00:00:00,NH-61 between Botsa and Chiechama,NH-61 between Botsa and Chiechama,Nagaland,landslide,downpour,medium,unknown,0.0,,94.1739,25.8782
3738,2011-07-06 00:00:00,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",Manipur,landslide,downpour,medium,unknown,6.0,,93.9482,24.8063
