event_id,event_date,event_title,location_description,ner_state,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,longitude,latitude,elevation_m,slope_degree,aspect_degree
2569,2010-10-08 00:00:00,"Bungte Chiru village(?), Senapati district, Manipur","Bungte Chiru village(?), Senapati district, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.0212,25.2745,1087.3592529296875,4.53594513639666,130.50762671786322
2570,2010-10-08 00:00:00,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur","Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,93.9128,24.837,805.848876953125,9.562918466600157,173.8023997224725
2566,2010-10-08 00:00:00,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",Nagaland,mudslide,downpour,medium,unknown,0.0,,94.1351,25.4769,1651.714111328125,10.091643665887894,93.11038961433405
2567,2010-10-08 00:00:00,"Phek, Manipur","Phek, Manipur",Manipur,complex,downpour,medium,unknown,0.0,,94.4703,25.6633,1398.986328125,8.323988828971817,19.363188377003723
2568,2010-10-08 00:00:00,"Nungba, Tamenglong, Manipur","Nungba, Tamenglong, Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4108,24.7679,475.39044189453125,7.316687058680845,306.16785747965133
2576,2010-10-09 00:00:00,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur","NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1399,25.4788,1537.544921875,9.357506143261372,160.28715399601128
2575,2010-10-09 00:00:00,"road between Haflong and Lanka, Assam","road between Haflong and Lanka, Assam",Assam,landslide,downpour,medium,unknown,0.0,,92.9914,25.5242,163.5721893310547,2.384390783774867,70.89340843423895
2579,2010-10-09 00:00:00,"Lower Pezielietsie(Tinpati), Kohima, Manipur","Lower Pezielietsie(Tinpati), Kohima, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1076,25.682,1445.212158203125,5.11525036011378,265.7193285919662
2578,2010-10-09 00:00:00,"NH-39 in Karong area, Manipur","NH-39 in Karong area, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.0462,25.3179,1008.3526000976562,4.383441676125514,298.2507432183308
2577,2010-10-09 00:00:00,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur","NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,93.8673,25.5265,1479.7823486328125,20.898158766472424,248.1360810879479
2573,2010-10-09 00:00:00,"Haflong, Assam","Haflong, Assam",Assam,mudslide,downpour,medium,unknown,1.0,,93.0083,25.1796,637.9863891601562,9.809667786371575,66.20583676297156
2574,2010-10-09 00:00:00,"between Mahur and Maigrandisa(?) or Lumding, Assam","between Mahur and Maigrandisa(?) or Lumding, Assam",Assam,landslide,downpour,medium,unknown,0.0,,93.1477,25.4749,155.5647430419922,1.757093803546841,287.2034217391585
2587,2010-10-10 06:00:00,"Lower Chandmari area, PWD department, Kohima, Manipur","Lower Chandmari area, PWD department, Kohima, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1072,25.6623,1385.9927978515625,9.2713979346876,68.53085993658738
2743,2010-11-22 00:00:00,"Tawang Monastery, Arunachal Pradesh","Tawang Monastery, Arunachal Pradesh",Arunachal Pradesh,landslide,unknown,medium,natural_slope,,,91.85672387,27.5798729,2737.44287109375,13.099009919240181,234.6482958909109
3269,2011-03-22 00:00:00,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh","road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,96.5242,28.0791,,,
3525,2011-05-22 00:00:00,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4093,25.0672,468.8785400390625,14.872191257220807,280.05951296036255
3532,2011-05-24 00:00:00,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam","Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",Assam,complex,downpour,medium,unknown,0.0,,92.8551,25.0888,253.538818359375,6.766201874660065,325.4648058774109
3556,2011-05-31 14:00:00,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur","Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",Manipur,landslide,continuous_rain,small,unknown,0.0,,93.8474,25.1555,1504.5924072265625,24.82938195318013,265.00689466763765
3560,2011-05-31 14:30:00,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur","Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",Manipur,landslide,downpour,medium,unknown,2.0,,93.5935,24.8286,721.0525512695312,15.428031040694915,267.7115880363436
3633,2011-06-20 00:00:00,Mokokchung,Mokokchung,Nagaland,landslide,downpour,medium,unknown,0.0,,94.5121,26.3186,1328.8421630859375,4.757598743007457,189.51998878852615
3637,2011-06-21 00:00:00,"Lasumi village in Phek district, Kohima","Lasumi village in Phek district, Kohima",Nagaland,landslide,rain,medium,deforested_slope,,,94.2341227,25.51614662,1676.479736328125,18.916462034180764,258.20750837007483
3663,2011-06-28 00:00:00,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland","Ruzapfu valley, Kikruma Village, Phek District, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1099,25.6682,1437.6785888671875,3.9006288041257204,233.36682764509732
3662,2011-06-28 00:00:00,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",Manipur,landslide,rain,medium,below_road,,,94.0144205,25.03561729,806.7512817382812,0.5049251544687423,76.49299736759241
3672,2011-06-29 00:00:00,"Portions of NH 39, Connectin Manipur with Assam via Nagaland","Portions of NH 39, Connectin Manipur with Assam via Nagaland",Assam,landslide,downpour,medium,unknown,0.0,,93.3613,25.5125,329.7398986816406,1.956921057597104,180.3409211254721
3683,2011-07-01 00:00:00,NH-61 between Botsa and Chiechama,NH-61 between Botsa and Chiechama,Nagaland,landslide,downpour,medium,unknown,0.0,,94.1739,25.8782,1384.907470703125,13.6678762421164,295.19649785621783
3738,2011-07-06 00:00:00,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",Manipur,landslide,downpour,medium,unknown,6.0,,93.9482,24.8063,780.5044555664062,0.06896532633404831,112.45615169784952
3741,2011-07-07 00:00:00,Maram (80 km north of Imphal),Maram (80 km north of Imphal),Nagaland,landslide,rain,medium,unknown,0.0,,94.1079,25.4191,1384.4271240234375,4.757557104755323,94.41850459131604
3760,2011-07-11 09:00:00,"NH-61, 1 km before reaching Botsa","NH-61, 1 km before reaching Botsa",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1095,25.6703,1437.6785888671875,3.9006288041257204,233.36682764509732
3776,2011-07-15 18:00:00,Itanagar/Naharlagur/Nirjuli,Itanagar/Naharlagur/Nirjuli,Arunachal Pradesh,landslide,downpour,small,unknown,0.0,,93.7145,27.125,132.2533721923828,0.2597239875720345,355.12881191306167
3789,2011-07-16 00:00:00,Mebua (8 km from Seppa),Mebua (8 km from Seppa),Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,92.9064,27.2743,619.49560546875,18.293491867925315,137.40480061286024
3794,2011-07-17 00:00:00,West Bengal-Sikkim at highway Rambi,West Bengal-Sikkim at highway Rambi,Sikkim,landslide,rain,medium,above_road,,,88.42280921,26.99195749,368.9798278808594,15.92769788296538,105.54975791562259
3805,2011-07-19 00:00:00,200 meters from Teesta Bridge towards Siliguri,200 meters from Teesta Bridge towards Siliguri,Sikkim,landslide,rain,medium,above_road,0.0,,88.42572376,27.05374234,315.9908752441406,13.654978430035202,60.87036444794006
3806,2011-07-19 00:00:00,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)","Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",Arunachal Pradesh,landslide,downpour,medium,unknown,3.0,,93.6884,27.1032,155.5460968017578,1.2825013168660084,304.6172431861145
3830,2011-07-22 00:00:00,Manipur,Manipur,Manipur,landslide,downpour,small,unknown,0.0,,94.3429,24.3527,,,
3831,2011-07-22 00:00:00,Heibok Hills,Heibok Hills,Manipur,landslide,downpour,medium,unknown,0.0,,93.948,24.7992,780.3362426757812,0.09333543949159231,114.42534806471934
3837,2011-07-24 12:30:00,NH 37,NH 37,Assam,landslide,downpour,medium,unknown,0.0,,93.0038,26.5836,68.0242691040039,0.4272795045325537,335.6483081781262
3840,2011-07-25 00:00:00,Manipur,Manipur,Manipur,landslide,downpour,medium,unknown,0.0,,93.9157,24.6869,771.821533203125,0.06492321222961965,63.62862409347474
3860,2011-07-29 00:00:00,"Maram, Manipur","Maram, Manipur",Nagaland,landslide,rain,medium,unknown,0.0,,94.108,25.4192,1384.4271240234375,4.757557104755323,94.41850459131604
3881,2011-08-05 00:00:00,Itanagar,Itanagar,Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,93.6885,27.1034,155.5460968017578,1.2825013168660084,304.6172431861145
3912,2011-08-12 00:00:00,East Kameng district in Arunachal Pradesh bordering China,East Kameng district in Arunachal Pradesh bordering China,Arunachal Pradesh,landslide,rain,medium,unknown,0.0,,92.2833,27.44,2554.63134765625,18.012239633830582,244.90803738125993
3916,2011-08-13 08:00:00,"Chumukedima, Dimapur","Chumukedima, Dimapur",Assam,mudslide,downpour,medium,unknown,0.0,,93.8067,25.7713,268.50677490234375,5.715667617272849,149.09501445049005
3925,2011-08-15 00:00:00,"East Kameng, Arunachal Pradesh","East Kameng, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,93.0153,27.4888,460.8761901855469,8.545663515376845,22.312277393139368
3927,2011-08-16 08:00:00,"Garo Hills, Tura","Garo Hills, Tura",Meghalaya,landslide,downpour,medium,unknown,6.0,,90.2167,25.5144,340.00689697265625,3.906063737419891,249.94238361653936
3932,2011-08-18 00:00:00, Botsa  and Chiechama, Botsa  and Chiechama,Nagaland,landslide,monsoon,medium,unknown,0.0,,94.13,25.83,1003.880859375,7.745322713433802,322.2420793424199
3965,2011-09-06 08:00:00,NH 37 at Awang Khul ,NH 37 at Awang Khul ,Assam,landslide,rain,medium,unknown,3.0,,93.117,24.808,33.11048889160156,0.477172774139083,11.63993945497134
3983,2011-09-23 00:00:00,"Maighuli, Guwahati, Meghalaya","Maighuli, Guwahati, Meghalaya",Assam,landslide,downpour,large,unknown,4.0,,91.7351,26.1548,54.70600509643555,2.6630794621528007,104.31657079654804
4241,2012-03-04 00:00:00,Tamei constituency in Tamenlong district,Tamei constituency in Tamenlong district,Manipur,landslide,unknown,medium,unknown,0.0,,93.6795,25.1604,1063.9306640625,8.679148070855804,172.85446837203017
4313,2012-04-08 00:00:00,"Endulin Nallah, Mayodia, 17-camp, 83-camp","Endulin Nallah, Mayodia, 17-camp, 83-camp",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,95.86,28.4659,,,
4378,2012-06-02 00:00:00,"Arunachal Pradesh, Dibang,","Arunachal Pradesh, Dibang,",Arunachal Pradesh,landslide,downpour,medium,unknown,,,96.1517,28.8254,,,
4377,2012-06-02 00:00:00,"Guwahati, Assam","Guwahati, Assam",Assam,landslide,downpour,large,unknown,,,91.7356,26.1475,51.78913116455078,0.4662752950636524,105.18457362830515
4382,2012-06-03 00:00:00," between Harangajao and Mailongdisa, Assa,"," between Harangajao and Mailongdisa, Assa,",Assam,landslide,downpour,medium,unknown,,,92.8573,25.1175,169.94003295898438,5.287925185900964,154.92157843644782
4383,2012-06-03 00:00:00,"between Maibang and Daotohaja, Assam","between Maibang and Daotohaja, Assam",Assam,landslide,downpour,medium,unknown,,,93.1265,25.3056,322.4370422363281,8.070359727665092,87.58743653135366
4384,2012-06-03 00:00:00,"between Haflong and  Bagetar, Assam","between Haflong and  Bagetar, Assam",Assam,landslide,downpour,medium,unknown,,,93.0123,25.1775,719.3320922851562,5.109549463494042,61.90016545284584
4394,2012-06-07 04:30:00,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)","Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",Sikkim,landslide,rain,large,unknown,7.0,,88.6458,27.1748,931.6356201171875,17.881811278484562,238.76957820535995
4403,2012-06-10 00:00:00,"Imphal-Jiribam section of NH-37 , Manipur","Imphal-Jiribam section of NH-37 , Manipur",Manipur,landslide,downpour,very_large,unknown,,,93.5444,24.8142,556.4702758789062,16.40804950259465,186.20129575002994
4407,2012-06-13 00:00:00,"NH44, Malidhor area,  Baleswar","NH44, Malidhor area,  Baleswar",Assam,landslide,downpour,medium,unknown,,,92.3567,25.0951,297.963623046875,13.400488207678569,291.03940637039443
4408,2012-06-13 00:00:00,"NH44, Kuliang","NH44, Kuliang",Meghalaya,landslide,downpour,medium,unknown,,,92.0757,25.5498,1229.9385986328125,3.666134470122556,59.41298618573347
4411,2012-06-14 04:00:00,"Tathangchen, Gangtok, Sikkim ","Tathangchen, Gangtok, Sikkim ",Sikkim,landslide,downpour,medium,unknown,,,88.6065,27.339,1469.758056640625,17.94398388888501,255.26301919686688
4424,2012-06-20 00:00:00,"Lalunggaon, Guwahati,  Assam","Lalunggaon, Guwahati,  Assam",Assam,landslide,downpour,medium,unknown,,,91.7351,26.149,51.78913116455078,0.4662752950636524,105.18457362830515
4426,2012-06-22 00:00:00,Lalunggaon near Gorchuk area,Lalunggaon near Gorchuk area,Assam,landslide,downpour,medium,unknown,3.0,,91.7162,26.1226,61.986793518066406,2.7733788381789446,103.78881343798571
4435,2012-06-25 00:00:00,"Tirap , Arunachal Pradesh","Tirap , Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,large,unknown,,,95.8011,27.174,,,
4436,2012-06-25 00:00:00,"Khonsa, Arunachal Pradesh","Khonsa, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,,,95.4993,26.9986,634.2667236328125,3.5073970442754114,303.14713633308236
4434,2012-06-25 18:00:00,"Sonaighuli area near Kahilipara, Guwahati City, Assam","Sonaighuli area near Kahilipara, Guwahati City, Assam",Assam,landslide,downpour,large,unknown,1.0,,91.7369,26.1049,118.1657485961914,5.000302138287267,309.95489811372397
4446,2012-07-05 00:00:00,"Tuting, Upper Siang , Arunachal Pradesh","Tuting, Upper Siang , Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,large,unknown,,,94.8885,28.9986,,,
4552,2012-09-14 00:00:00,"Takdah, West Bengal","Takdah, West Bengal",Sikkim,landslide,downpour,medium,unknown,,,88.3603,27.0377,1495.0576171875,15.1203979993667,147.47484597811797
4556,2012-09-16 00:00:00,"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk","Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk",Sikkim,landslide,downpour,medium,unknown,,,88.3651,27.1675,1434.60986328125,11.769474237070067,150.69215203557656
4570,2012-09-19 00:00:00, Arunachal Pradesh , Arunachal Pradesh ,Arunachal Pradesh,landslide,downpour,medium,unknown,,,95.2253,27.8458,134.50047302246094,0.18392331200279313,147.7953075486904
4610,2012-11-11 00:00:00,"Dapchhuah, Mamit, Mizoram","Dapchhuah, Mamit, Mizoram",Mizoram,landslide,downpour,medium,unknown,4.0,,92.5217,23.7705,74.835205078125,4.898545278699525,264.85824031246943
4757,2013-02-18 00:00:00,"East Siang, Arunachal Pradesh","East Siang, Arunachal Pradesh",Arunachal Pradesh,landslide,rain,medium,unknown,3.0,2.0,95.1645,28.1193,696.5213623046875,17.542014670303704,249.12720299143
4798,2013-04-07 00:00:00,"Dibang Valley, Arunachal Pradesh","Dibang Valley, Arunachal Pradesh",Arunachal Pradesh,landslide,rain,medium,unknown,,,96.1509,28.8254,,,
4845,2013-05-07 00:00:00,"Kolasib, Saiha, Mizoram,","Kolasib, Saiha, Mizoram,",Mizoram,mudslide,rain,medium,unknown,,,92.6755,24.2315,686.005126953125,6.667447063238638,254.96080305649667
4848,2013-05-08 00:00:00,"Purba Simna, Tripura","Purba Simna, Tripura",Tripura,landslide,rain,medium,unknown,1.0,,91.4663,24.0896,108.52161407470703,1.4272561552983816,308.4795637045271
4860,2013-05-11 00:00:00,"Boragaon, North Guwahati, Guwahati, Assam,","Boragaon, North Guwahati, Guwahati, Assam,",Assam,landslide,rain,medium,unknown,,,91.6906,26.1016,123.84352111816406,12.244453475034451,7.4749115910407795
4859,2013-05-11 00:00:00,"Sarania Hills, North Guwahati, Guwahati, Assam,","Sarania Hills, North Guwahati, Guwahati, Assam,",Assam,landslide,rain,medium,unknown,,1.0,91.7599,26.1771,60.27781677246094,2.501297270532758,268.08547996556615
4858,2013-05-11 09:00:00,"Nursery, North Guwahati, Guwahati, Assam,","Nursery, North Guwahati, Guwahati, Assam,",Assam,landslide,rain,medium,unknown,,,91.7138,26.1662,86.33514404296875,7.174728149056435,73.27050336143128
4857,2013-05-11 09:00:00,"Laipuitland , Aizawl, Mizoram","Laipuitland , Aizawl, Mizoram",Mizoram,landslide,rain,large,unknown,15.0,,92.7175,23.7281,1055.707763671875,2.608922055512835,76.53905291156252
4861,2013-05-12 00:00:00,"Khongsang, Tamenglong, Manipur,","Khongsang, Tamenglong, Manipur,",Assam,mudslide,rain,medium,unknown,,,93.4946,24.9926,1132.327880859375,9.5369468422031,257.9150821856824
4892,2013-06-01 00:00:00,Upper Subansiri,Upper Subansiri,Arunachal Pradesh,landslide,downpour,large,unknown,,,94.25,27.8776,1014.2068481445312,16.907746661576752,178.03776024650074
4906,2013-06-07 00:00:00,"Helipong-Chessore Road, Nagaland","Helipong-Chessore Road, Nagaland",Nagaland,landslide,unknown,medium,unknown,,,94.7499,26.0977,1509.18896484375,9.154564458759038,333.9183338108448
4905,2013-06-07 00:00:00,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland","Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",Nagaland,landslide,unknown,medium,unknown,,,94.7031,26.0977,1710.3524169921875,21.020312755639026,354.49277428874007
4908,2013-06-08 17:00:00,"15 Km From Gangtok, Himalayans","15 Km From Gangtok, Himalayans",Sikkim,landslide,downpour,medium,unknown,0.0,,88.708,27.3721,3125.61279296875,27.93812527245577,249.03590489883658
4990,2013-06-27 23:00:00,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim","Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.7628,27.3765,3757.88720703125,8.163739033151451,195.52331757178783
5005,2013-07-01 00:00:00,"Walo Ward, Mon Town, Wokha District, Nagaland","Walo Ward, Mon Town, Wokha District, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,95.029,26.72,706.0902099609375,3.9986915018952107,73.37759309432857
5006,2013-07-01 00:00:00,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road","Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",Nagaland,landslide,downpour,medium,unknown,0.0,,94.3864,26.1147,401.3453369140625,2.8334776693523853,165.58401288489745
5087,2013-07-12 00:00:00,"National Highway 29 Near Phesama Village, Nagaland","National Highway 29 Near Phesama Village, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1139,25.6269,1568.7457275390625,8.753599146393153,54.76682196821287
5084,2013-07-12 23:00:00,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland","National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1167,25.616,1658.54150390625,23.521187717740894,91.96549316646377
5107,2013-07-15 00:00:00,"National Highway 29 Near Phesama Village, Nagaland","National Highway 29 Near Phesama Village, Nagaland",Nagaland,landslide,rain,medium,unknown,0.0,,94.1139,25.6269,1568.7457275390625,8.753599146393153,54.76682196821287
5123,2013-07-17 00:00:00,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima","National Highway 2 Near Meriema Village, 10 Km Away From Kohima",Nagaland,mudslide,rain,medium,unknown,0.0,,94.0885,25.7131,1439.761962890625,4.142140102743619,270.531531012945
5122,2013-07-17 00:00:00,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland","National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",Nagaland,mudslide,rain,medium,unknown,0.0,,93.9413,25.7658,1044.7733154296875,18.136584345812256,243.29601166819575
5250,2013-08-01 00:00:00,"Polo River At Polosang, Arunachal Pradesh","Polo River At Polosang, Arunachal Pradesh",Arunachal Pradesh,mudslide,rain,medium,unknown,,,93.0515,27.8837,1756.45751953125,17.220926524785423,136.88373876667254
5269,2013-08-04 00:00:00,"Tizu, Nagaland","Tizu, Nagaland",Nagaland,landslide,continuous_rain,medium,unknown,,,94.5234,25.8376,806.0603637695312,3.620994023286006,128.09780222254585
5275,2013-08-04 00:00:00,"Suruhuto Town, Nagaland","Suruhuto Town, Nagaland",Nagaland,landslide,monsoon,medium,unknown,,,94.6055,26.1498,1665.1173095703125,19.868439013909132,147.48477902621926
5272,2013-08-04 00:00:00,"Longsa, Nagaland","Longsa, Nagaland",Nagaland,landslide,monsoon,medium,unknown,,,94.5438,26.2083,1495.33251953125,1.864008246326144,301.6516703480293
5271,2013-08-04 00:00:00,"Nanga, Nagaland","Nanga, Nagaland",Nagaland,landslide,continuous_rain,medium,unknown,,,94.5808,26.284,771.00439453125,1.6296631783466915,358.2270245219688
5268,2013-08-04 00:00:00,"Zunheboto, Nagaland","Zunheboto, Nagaland",Nagaland,landslide,continuous_rain,medium,unknown,,,94.5163,26.0137,1628.5465087890625,13.144068081370838,286.79501747747133
5270,2013-08-04 00:00:00,"Phizo, Nagaland","Phizo, Nagaland",Nagaland,landslide,continuous_rain,medium,unknown,,,94.4619,26.0481,988.5084838867188,19.333181089154444,290.76900448453694
5274,2013-08-04 00:00:00,"Suruhuto Town, Nagaland","Suruhuto Town, Nagaland",Nagaland,landslide,rain,medium,unknown,,,94.564,26.0838,1783.351806640625,13.854613021483038,101.35206067795787
5273,2013-08-04 00:00:00,"Zhekuto, Nagaland","Zhekuto, Nagaland",Nagaland,landslide,monsoon,medium,unknown,,,94.5497,26.1807,1596.9862060546875,12.839354693833652,258.62613224037057
5300,2013-08-09 00:00:00,"Senapati, Manipur","Senapati, Manipur",Nagaland,landslide,downpour,large,unknown,,,94.0441,25.318,1008.3526000976562,4.383441676125514,298.2507432183308
5312,2013-08-11 23:00:00,Kangtsung Village,Kangtsung Village,Assam,landslide,downpour,very_large,unknown,0.0,,94.693,26.7103,652.4923706054688,4.481911638814571,248.24238451689604
5427,2013-08-15 00:00:00,"Koide Government High School, Senapati, Manipur","Koide Government High School, Senapati, Manipur",Nagaland,landslide,downpour,medium,unknown,,,94.1884,25.3833,1649.761474609375,1.1322035255287777,275.24039010337617
5337,2013-08-16 00:00:00,"Yakshu, Nagaland","Yakshu, Nagaland",Nagaland,landslide,rain,medium,unknown,,,94.9731,26.4205,692.2982177734375,3.009792004546396,301.4854691815915
5338,2013-08-16 00:00:00,"Longlem, Nagaland","Longlem, Nagaland",Assam,landslide,rain,medium,unknown,,,94.9275,26.8727,132.86862182617188,0.36435524146285947,75.84431116196617
5336,2013-08-16 00:00:00,"Tobu, Nagaland","Tobu, Nagaland",Nagaland,landslide,rain,medium,unknown,,,94.9439,26.3897,627.07861328125,13.090548270636058,207.77029875351613
5343,2013-08-17 23:00:00,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,Assam,landslide,continuous_rain,medium,unknown,,,93.4341,24.7625,530.8098754882812,13.157546274382069,132.86828488883577
5421,2013-08-30 00:00:00,"Yakshu, Nagaland","Yakshu, Nagaland",Nagaland,mudslide,unknown,medium,unknown,,,94.9731,26.4205,692.2982177734375,3.009792004546396,301.4854691815915
5430,2013-09-01 00:00:00,"Tamenglong- Khongsang Road, Manipur","Tamenglong- Khongsang Road, Manipur",Manipur,mudslide,continuous_rain,medium,unknown,0.0,,93.487,24.9037,1306.1046142578125,13.125685326680651,253.8286471239379
5431,2013-09-01 00:00:00,"Tamenglong, Manipur","Tamenglong, Manipur",Assam,mudslide,continuous_rain,medium,unknown,0.0,,93.5063,24.9829,1317.85009765625,6.377900310336232,324.7675866268781
5429,2013-09-01 18:00:00,Tamabong Village In Sikkim State,Tamabong Village In Sikkim State,Sikkim,landslide,downpour,medium,unknown,5.0,,88.2426,27.3425,1447.2020263671875,27.906036521936873,207.82629545405462
5442,2013-09-02 00:00:00,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,landslide,downpour,large,unknown,,,93.7525,27.1614,144.6433868408203,3.5835863908958805,254.06032380667892
5441,2013-09-02 00:00:00,"Gosang Village Under Jengging Circle, Arunachal Pradesh","Gosang Village Under Jengging Circle, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,large,unknown,,,94.9829,28.611,1664.8720703125,29.887614813119487,50.828278039271254
5476,2013-09-07 15:00:00,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),Sikkim,landslide,rain,medium,unknown,0.0,,88.7323,27.3736,3543.986083984375,17.010421812892037,265.5025113599347
5552,2013-09-24 00:00:00,"Ukhrul, Manipur","Ukhrul, Manipur",Manipur,landslide,unknown,medium,unknown,,,94.3619,25.0985,1867.73095703125,1.645058229616398,317.3026211856342
5575,2013-10-05 23:00:00,"Chiechama, Nagaland","Chiechama, Nagaland",Nagaland,mudslide,continuous_rain,medium,unknown,0.0,,94.1497,25.8266,1409.963134765625,5.0377802536534775,327.48549035838386
5584,2013-10-06 00:00:00,"Nilachal Hill, Guwahati, Assam","Nilachal Hill, Guwahati, Assam",Assam,landslide,downpour,medium,unknown,0.0,,91.7049,26.1665,215.478759765625,4.158509854880299,332.921806805467
5582,2013-10-06 12:45:00,"Batahguli, Guwahati, Assam","Batahguli, Guwahati, Assam",Assam,landslide,downpour,medium,unknown,1.0,,91.8383,26.1309,88.89730072021484,4.439598199059165,0.4344198059403652
5603,2013-10-13 19:30:00,"Tusom, Manipur","Tusom, Manipur",Manipur,mudslide,downpour,medium,unknown,0.0,,94.6024,25.426,1284.336181640625,8.351646903875247,353.30145479038634
6015,2014-05-08 00:00:00,Lohit District of Arunachal Pradesh,Lohit District of Arunachal Pradesh,Arunachal Pradesh,mudslide,rain,medium,above_road,0.0,0.0,96.174,27.9032,,,
6016,2014-05-09 23:00:00,"Satgarakul Village, Karimganj, Assam State","Satgarakul Village, Karimganj, Assam State",Assam,landslide,rain,small,unknown,7.0,0.0,92.3576,24.8669,18.604825973510742,0.043921408674921975,86.4305619541883
6105,2014-06-26 23:00:00,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,landslide,continuous_rain,medium,above_road,0.0,0.0,95.3429,28.9205,,,
6106,2014-06-26 23:00:00,Narakasur,Narakasur,Assam,landslide,continuous_rain,small,unknown,3.0,0.0,91.7645,26.1407,57.87407684326172,0.8275035357571373,178.61265810360646
6107,2014-06-26 23:00:00,Bamunimaidam,Bamunimaidam,Assam,landslide,continuous_rain,small,unknown,1.0,0.0,91.7896,26.1844,70.5068359375,0.7860537271315179,211.92404682831048
